timestamp,device_id,temperature,vibration
2025-01-01 00:00:00,IoT-Pump-001,29.417847393080173,4.031066453110844
2025-01-01 00:05:00,IoT-Pump-001,28.451116905673963,4.757214455794145
2025-01-01 00:10:00,IoT-Pump-001,30.609325149586542,4.490653930821193
2025-01-01 00:15:00,IoT-Pump-001,30.551845508872468,5.047750798061409
2025-01-01 00:20:00,IoT-Pump-001,30.133325170722216,5.215091900210409
2025-01-01 00:25:00,IoT-Pump-001,30.836904263924595,4.874479788864736
2025-01-01 00:30:00,IoT-Pump-001,31.19572219412953,5.294373348457105
2025-01-01 00:35:00,IoT-Pump-001,29.866752769467574,4.925287138010457
2025-01-01 00:40:00,IoT-Pump-001,29.069794399103195,4.750012004780687
2025-01-01 00:45:00,IoT-Pump-001,29.907548179453983,5.415442607210535
2025-01-01 00:50:00,IoT-Pump-001,29.60820671500311,5.383566194763317
2025-01-01 00:55:00,IoT-Pump-001,29.688109172303623,4.905009666649183
2025-01-01 01:00:00,IoT-Pump-001,32.60242016182748,5.45921517445404
2025-01-01 01:05:00,IoT-Pump-001,30.832676476062108,4.850858774137448
2025-01-01 01:10:00,IoT-Pump-001,28.805120065843983,5.070529480059454
2025-01-01 01:15:00,IoT-Pump-001,29.227623422515578,5.5570585713734655
2025-01-01 01:20:00,IoT-Pump-001,31.322932083033827,5.974210958156103
2025-01-01 01:25:00,IoT-Pump-001,29.977209304006703,5.43498282719037
2025-01-01 01:30:00,IoT-Pump-001,29.683812478079567,5.545308546939288
2025-01-01 01:35:00,IoT-Pump-001,30.16248190564081,5.314326665545605
2025-01-01 01:40:00,IoT-Pump-001,30.922658573128846,5.456562396572227
2025-01-01 01:45:00,IoT-Pump-001,31.781433818852335,5.545578861992257
2025-01-01 01:50:00,IoT-Pump-001,29.286543121417203,5.143247117046659
2025-01-01 01:55:00,IoT-Pump-001,30.885417969279988,4.615658316324025
2025-01-01 02:00:00,IoT-Pump-001,31.57195952055022,6.062614285324343
2025-01-01 02:05:00,IoT-Pump-001,32.8251270874372,5.172359527021074
2025-01-01 02:10:00,IoT-Pump-001,32.241533801569574,5.165418630312349
2025-01-01 02:15:00,IoT-Pump-001,31.141961377642225,5.458036200780864
2025-01-01 02:20:00,IoT-Pump-001,31.093185005479313,5.142965803840655
2025-01-01 02:25:00,IoT-Pump-001,32.35015863106357,5.034719978981303
2025-01-01 02:30:00,IoT-Pump-001,30.369431072396207,5.4950268492920715
2025-01-01 02:35:00,IoT-Pump-001,31.92249482679085,5.159668311146677
2025-01-01 02:40:00,IoT-Pump-001,30.404050948909617,4.913539444844627
2025-01-01 02:45:00,IoT-Pump-001,31.697752347875383,6.496668451355062
2025-01-01 02:50:00,IoT-Pump-001,31.754560994871262,6.181802185343838
2025-01-01 02:55:00,IoT-Pump-001,32.12181770980358,5.748646162963413
2025-01-01 03:00:00,IoT-Pump-001,30.21850359274707,5.434983912241156
2025-01-01 03:05:00,IoT-Pump-001,31.056507351025818,5.248991313964447
2025-01-01 03:10:00,IoT-Pump-001,31.806953304661356,6.88763819003345
2025-01-01 03:15:00,IoT-Pump-001,32.70882251092844,5.891606864234208
2025-01-01 03:20:00,IoT-Pump-001,31.67199597489148,6.2571588571082
2025-01-01 03:25:00,IoT-Pump-001,31.66132005966215,6.687346822781145
2025-01-01 03:30:00,IoT-Pump-001,33.455589625291104,5.507750650485524
2025-01-01 03:35:00,IoT-Pump-001,30.06527778132518,5.511831619976419
2025-01-01 03:40:00,IoT-Pump-001,32.51070456835998,5.050135036535135
2025-01-01 03:45:00,IoT-Pump-001,31.484035414961475,4.277655401006499
2025-01-01 03:50:00,IoT-Pump-001,31.328360619309247,5.311083987541663
2025-01-01 03:55:00,IoT-Pump-001,32.171123075703974,5.602616497711981
2025-01-01 04:00:00,IoT-Pump-001,31.71507962756944,5.930223479265919
2025-01-01 04:05:00,IoT-Pump-001,31.57972027300087,6.344434371895667
2025-01-01 04:10:00,IoT-Pump-001,31.17471115957136,5.852940485369276
2025-01-01 04:15:00,IoT-Pump-001,31.071247553541927,4.918026853002117
2025-01-01 04:20:00,IoT-Pump-001,31.63322484466093,5.3298443707761285
2025-01-01 04:25:00,IoT-Pump-001,32.07226545726899,6.012882698013033
2025-01-01 04:30:00,IoT-Pump-001,30.20484628453441,6.4741156817921395
2025-01-01 04:35:00,IoT-Pump-001,29.92999299803859,5.827640945331734
2025-01-01 04:40:00,IoT-Pump-001,31.978522978526083,5.698100146584092
2025-01-01 04:45:00,IoT-Pump-001,31.589169325829044,6.364229447262055
2025-01-01 04:50:00,IoT-Pump-001,31.387064441006473,6.4460690326836305
2025-01-01 04:55:00,IoT-Pump-001,31.47942017081968,6.327341996033743
2025-01-01 05:00:00,IoT-Pump-001,32.642039636060986,5.790732485159932
2025-01-01 05:05:00,IoT-Pump-001,32.126323069697015,5.371597354531437
2025-01-01 05:10:00,IoT-Pump-001,30.76967022927362,5.796587944362323
2025-01-01 05:15:00,IoT-Pump-001,32.71131914807799,6.374813379042042
2025-01-01 05:20:00,IoT-Pump-001,32.521647813870125,5.982215318601612
2025-01-01 05:25:00,IoT-Pump-001,32.00820092950322,6.380170193266366
2025-01-01 05:30:00,IoT-Pump-001,30.871131526615834,6.564461681091469
2025-01-01 05:35:00,IoT-Pump-001,32.0635407746484,6.27465378032973
2025-01-01 05:40:00,IoT-Pump-001,32.57366256075683,6.05040349267065
2025-01-01 05:45:00,IoT-Pump-001,32.0917643450488,6.071409452917555
2025-01-01 05:50:00,IoT-Pump-001,32.08901862503042,6.253195374321723
2025-01-01 05:55:00,IoT-Pump-001,33.590005975460926,6.203721610673399
2025-01-01 06:00:00,IoT-Pump-001,30.047838025488346,5.992426779607732
2025-01-01 06:05:00,IoT-Pump-001,32.94109949500824,5.697373156297726
2025-01-01 06:10:00,IoT-Pump-001,31.377558839437402,6.1416553873467485
2025-01-01 06:15:00,IoT-Pump-001,30.911190356742644,6.8866235475606326
2025-01-01 06:20:00,IoT-Pump-001,31.32755337225755,5.77789142232183
2025-01-01 06:25:00,IoT-Pump-001,32.288909238014355,5.9755270469707344
2025-01-01 06:30:00,IoT-Pump-001,30.42617228439835,6.599157970817005
2025-01-01 06:35:00,IoT-Pump-001,30.364595001803316,5.671711095302864
2025-01-01 06:40:00,IoT-Pump-001,30.84419665630377,5.280926434920419
2025-01-01 06:45:00,IoT-Pump-001,31.789728018208027,4.481789182651144
2025-01-01 06:50:00,IoT-Pump-001,30.25752687297137,6.095470035245933
2025-01-01 06:55:00,IoT-Pump-001,31.65578499604259,6.050238577295551
2025-01-01 07:00:00,IoT-Pump-001,31.41593378949871,6.484595243217399
2025-01-01 07:05:00,IoT-Pump-001,32.826104475524104,6.000172438315678
